"iNote","iWine","Type","Vintage","Wine","Locale","Producer","Varietal","TastingDate","Defective","Rating","TastingNotes","fLikeIt","CScore"
"11760104","4405589","White","2020","Domaine Adrien Besson Chablis Grand Cru Vaudésir","France, Burgundy, Chablis, Chablis Grand Cru","Domaine Adrien Besson","Chardonnay","4/27/2025","False","90","","","90.8181818181818"
"11743910","4373309","White","2021","Domaine Yves Cuilleron Condrieu Les Chaillets","France, Rhône, Northern Rhône, Condrieu","Domaine Yves Cuilleron","Viognier","4/20/2025","False","93","Medium&#8209;plus in body yet bright, with juicy melon, lychee, tangerine and a hint of ginger spice gliding over a creamy, subtly toasty frame, all tightened up by a streak of wet&#8209;stone minerality. The fragrant finish lingers for ages.","","91.6363636363636"
"11740277","3907321","Red","2019","Ridge Zinfandel Buchignani Ranch","USA, California, Sonoma County","Ridge","Zinfandel","4/19/2025","False","90","","True","90.25"
"11731374","1540630","Red","2012","Ridge Monte Bello","USA, California, Santa Cruz Mountains","Ridge","Red Bordeaux Blend","4/13/2025","False","95","","True","94.3478260869565"
"11731371","4145613","Red","2015","La Rioja Alta Rioja 904 Gran Reserva 'Selección Especial'","Spain, La Rioja, La Rioja Alta, Rioja","La Rioja Alta","Tempranillo Blend","4/13/2025","False","94","","True","93.625"
"11718888","5013949","White","2021","Juan Carlos Sancha Rioja Blanco Cerro La Isa Viñedo Singular Blanco","Spain, La Rioja, Rioja","Juan Carlos Sancha","Tempranillo Blanco","4/6/2025","False","92","","","92"
"11706224","4960208","White","2021","Kvaszinger Furmint Tokaji Hatalos D&#369;l&#337;","Hungary, Tokaji","Kvaszinger","Furmint","3/30/2025","False","92","Fruity and full-bodied, bursting with flavors of green apple, peach, and a splash of grapefruit, along with a light floral note and a hint of sweetness that make it very easy to enjoy. Despite its richness, brisk acidity keeps it refreshing and balanced, and it ends on a pleasantly mineral, crisp note. I appreciate its juicy fruit and good balance, making it an easygoing yet flavorful bottle for a spring day.","True","91.5"
"11682103","5116702","White","2023","Âmevive Roussanne","USA, California, Central Coast, Los Olivos District","Âmevive","Roussanne","3/18/2025","False","92","","True","92"
"11682102","5093249","White","2023","Âmevive Grenache Blanc","USA, California, Central Coast, Ballard Canyon","Âmevive","Grenache Blanc","3/18/2025","False","90","","True","90"
"11675920","3755698","Red","2018","Gitana Winery Saperavi","Moldova, Cahul, Valul-lui-Traian","Gitana Winery","Saperavi","3/15/2025","False","91","&#8203;The 2018 Gitana Winery Saperavi pours an intense ruby red with purple hues. On the nose, it reveals dominant notes of black cherries and dark wild berries, accompanied by hints of black pepper and juniper. The palate is intense and complex, with a pronounced minerality attributed to its maturation in clay amphorae. While not an everyday choice, this wine offers a unique experience, showcasing the distinctive character of the Saperavi grape and its Moldovan terroir.","True","88.1111111111111"
"11675908","2319698","Red","2014","Paul Jaboulet Aîné Hermitage La Chapelle","France, Rhône, Northern Rhône, Hermitage","Paul Jaboulet Aîné","Syrah","3/15/2025","False","94","This wine epitomizes Northern Rhône elegance. Its lean ruby hue hints at complex aromas of smoked meats, dark berries, spice, and delicate florals. On the palate, silky tannins and balanced structure lead to a long, mineral-driven finish. Its refined character and finesse make it a timeless example of classic Hermitage Syrah.","True","92.3529411764706"
"11675901","3012082","Red","2016","Cayuse Syrah Armada Vineyard","USA, Oregon, Columbia Valley, Walla Walla Valley","Cayuse","Syrah","3/15/2025","False","90","A bold expression of Washington Syrah, this wine displays a deeper, more extracted color. The nose reveals intense, meaty and smoky aromas alongside ripe red and blue fruits, though a distinctive note reminiscent of wet cat food can be noticed initially. On the palate, its rustic, densely textured structure with firm tannins delivers robust energy and intrigue, inviting further evolution with age.","True","94"
"11658883","1962201","White","2013","Château de Beaucastel Châteauneuf-du-Pape Blanc","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","Château de Beaucastel","White Rhone Blend","3/6/2025","False","93","","True","92.7666666666667"
"11635958","4154486","Red","2018","Heitz Cellar Cabernet Sauvignon Lot C-91","USA, California, Napa Valley","Heitz Cellar","Cabernet Sauvignon","2/21/2025","False","91","Should have cellared for a few more years. Massive amounts of eucalyptus.","","92.1111111111111"
"11610290","4763840","Red","2021","Troon Vineyard Syrah","USA, Oregon, Southern Oregon, Applegate Valley","Troon Vineyard","Syrah","2/7/2025","False","89","Completely agree with 23haro's comment above. This needs to decant for a few hours to become drinkable. It's got some of that natty wine funk that mellows out over time. It's enjoyable but not the expected expression of Syrah.","True","89.5"
"11610268","4326535","White","2021","Château Couhins Blanc","France, Bordeaux, Graves, Pessac-Léognan","Château Couhins","Sauvignon Blanc","2/7/2025","False","88","","False","91.875"
"11604265","2353273","Red","2015","Château Calon-Ségur","France, Bordeaux, Médoc, Saint-Estèphe","Château Calon-Ségur","Red Bordeaux Blend","2/3/2025","False","93","Still young and tight, this deep ruby wine shows blackcurrant, cedar, and tobacco on the nose. The palate is firm and structured, with dark berries, graphite, spice, and a hint of leather. Tannins are gripping-needs 5-10 more years to soften. Decant if drinking now.","True","92.6829268292683"
"11589941","3562874","White","2012","R. López de Heredia Rioja Blanco Reserva Viña Tondonia","Spain, La Rioja, La Rioja Alta, Rioja","R. López de Heredia","White Blend","1/26/2025","False","95","On the nose, it offers delicate aromas of citrus peel, toasted almonds, and a gentle whiff of honeyed oak. The palate is simultaneously lithe and textural, revealing tangy orchard fruit, saline minerality, and a long, nutty finish.","True","93.0652173913043"
"11564562","5232574","Red","2022","Ziata Pinot Noir Green Valley of Russian River Valley","USA, California, Sonoma County, Green Valley of Russian River Valley","Ziata","Pinot Noir","1/11/2025","False","92","","True","92"
"11564556","1496360","Red","2010","Domaine de la Vieille Julienne Châteauneuf-du-Pape Les Hauts Lieux","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","Domaine de la Vieille Julienne","Red Rhone Blend","1/11/2025","False","92","","True","92.625"
"11543470","5128690","White - Sparkling","1989","Petit Le Brun et Fils Champagne Grand Cru Brut Millésimé","France, Champagne, Champagne Grand Cru","Petit Le Brun et Fils","Chardonnay","12/31/2024","False","95","Sipped in 2024, this 1989 vintage poured a striking deep-gold hue. While the bubbles were nearly invisible, the gentle effervescence was undeniable on the palate. Having shed its youthful fruit, it revealed beautifully evolved layers of toasted almonds, earthy undertones, subtle oak, and a delicate honeyed note. A singularly memorable experience that exemplifies the elegance of proper aging.","True","95"
"11537097","2525401","Red","2016","Hospices de Beaune Beaune 1er Cru Cuvée Guigone de Salins","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Hospices de Beaune","Pinot Noir","12/28/2024","False","97","","True","96.5"
"11521216","3884825","Red","2019","Kosta Browne Pinot Noir Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","Kosta Browne","Pinot Noir","12/22/2024","False","93","","True","92.390243902439"
"11498224","4046289","Red","2018","Familia Zuccardi Malbec Aluvional Gualtallary","Argentina, Mendoza, Valle de Uco, Gualtallary","Familia Zuccardi","Malbec","12/10/2024","False","90","","True","91.3684210526316"
"11480775","3620218","White","2018","Pierre Girardin Saint-Aubin 1er Cru Les Murgers des Dents de Chien Blanc","France, Burgundy, Côte de Beaune, Saint-Aubin 1er Cru","Pierre Girardin","Chardonnay","11/30/2024","False","92","","True","92.3333333333333"
"11478420","3446964","Red - Sparkling","2007","Lini Lambrusco Salamino 910 Metodo Classico In Correggio Emilia IGT","Italy, Emilia-Romagna, Emilia IGT","Lini","Lambrusco Salamino","11/29/2024","False","92","","True","91"
"11455799","3037786","Red","2017","Clos des Papes Châteauneuf-du-Pape","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","Clos des Papes","Red Rhone Blend","11/17/2024","False","96","The 2017 Clos des Papes Châteauneuf-du-Pape, consumed in 2024, leans toward a more savory profile due to its higher proportion of Syrah and Mourvèdre. It offers a nose of black olive tapenade, smoked herbs, roasted meats, and subtle hints of black currant. The palate is full-bodied and structured, showcasing dark fruit, cracked pepper, and earthy undertones, with firm tannins and a long, savory finish that speaks to its balance and depth.","True","93.3298969072165"
"11455794","3814914","White","2019","Rainer Wess Riesling 1ÖTW Reserve Pfaffenberg","Austria, Niederösterreich, Kremstal","Rainer Wess","Riesling","11/17/2024","False","90","","True","90"
"11435603","2327937","Red","2013","Beringer Vineyards Cabernet Sauvignon Private Reserve","USA, California, Napa Valley","Beringer Vineyards","Cabernet Sauvignon","11/6/2024","False","92","","True","93.7005076142132"
"11428827","4420831","Red","2020","Luce della Vite Lucente","Italy, Tuscany, Toscana IGT","Luce della Vite","SuperTuscan Blend","11/2/2024","False","89","","True","89.7301587301587"
"11416097","1550145","Red","2008","Casanova di Neri Brunello di Montalcino Tenuta Nuova","Italy, Tuscany, Montalcino, Brunello di Montalcino","Casanova di Neri","Sangiovese","10/26/2024","False","98","","True","92.4064171122995"
"11412859","4938255","Red","2021","Ridge Syrah/Grenache/Mataro Lytton Estate","USA, California, Sonoma County, Dry Creek Valley","Ridge","Red Rhone Blend","10/24/2024","False","91","","True","89.7826086956522"
"11408425","89524","White - Sweet/Dessert","2003","Domaine Huet Vouvray Moelleux 1ère Trie Le Haut-Lieu","France, Loire Valley, Touraine, Vouvray","Domaine Huet","Chenin Blanc","10/21/2024","False","96","Consumed in 2024","","92"
"11408423","138126","Red","2000","Emidio Pepe Montepulciano d'Abruzzo","Italy, Abruzzi, Montepulciano d'Abruzzo","Emidio Pepe","Montepulciano","10/21/2024","False","96","Truly unique experience to have an age-worthy Montepulciano d'Abruzzo. Consumed in 2024 and it could withstand several years of additional aging.","","92.8070175438596"
"11408413","1122692","Red","2010","Clos Fourtet","France, Bordeaux, Libournais, Saint-Émilion Grand Cru","Clos Fourtet","Red Bordeaux Blend","10/21/2024","False","96","","","93.2560975609756"
"11408412","3533373","Red","2011","Marqués de Murrieta Rioja Castillo Ygay Gran Reserva Especial","Spain, La Rioja, La Rioja Alta, Rioja","Marqués de Murrieta","Tempranillo Blend","10/21/2024","False","98","This is as good as Rioja gets! Consumed in 2024. Each of the grape varieties that comprise this blend was aged separately, with the tempranillo aged in new american oak and the cariñena aged in french oak. Powerful yet nuanced.","","94.4576271186441"
"11408407","3120895","White","2002","Nikolaihof Riesling Vinothek","Austria, Niederösterreich, Wachau","Nikolaihof","Riesling","10/21/2024","False","96","Consumed in 2024. Aged for 16 years in large-format neutral oak. Pours amber in color, suggesting a good amount of oxidation, which proved to be true. An excellent example of a bone-dry aged riesling.","","92.7105263157895"
"11408402","4951008","White - Sparkling","2010","Domaine Les Monts Fournois Champagne Premier Cru Côte Vertus","France, Champagne, Champagne Premier Cru","Domaine Les Monts Fournois","Chardonnay","10/21/2024","False","97","Consumed in 2024. Aged 12 years on lees. Poured a pale yellow. Delicate bubbles. Strong bready/yeasty notes but still refreshing.","","93.1904761904762"
"11406995","4099801","White - Sparkling","2016","Sea Smoke Pinot Noir Sea Spray Blanc de Noirs","USA, California, Central Coast, Sta. Rita Hills","Sea Smoke","Pinot Noir","10/20/2024","False","94","","True","93.5333333333333"
"11381289","2656147","Red","2016","Château d'Armailhac","France, Bordeaux, Médoc, Pauillac","Château d'Armailhac","Red Bordeaux Blend","10/5/2024","False","93","","True","91.7368421052632"
"11368278","2445030","Red","2010","Castellare di Castellina I Sodi di S. Niccolò Toscana IGT","Italy, Tuscany, Toscana IGT","Castellare di Castellina","Sangiovese Blend","9/27/2024","False","93","","True","92.8863636363636"
"11359042","4051021","Red","2017","El Enemigo Cabernet Franc Gran Enemigo Chacayes","Argentina, Mendoza, Valle de Uco, Chacayes","El Enemigo","Cabernet Franc","9/21/2024","False","93","","","92.9655172413793"
"11345910","3901907","Red","2018","Maison Albert Bichot Santenay 1er Cru Clos Rousseau","France, Burgundy, Côte de Beaune, Santenay 1er Cru","Maison Albert Bichot","Pinot Noir","9/13/2024","False","90","","True","90"
"11343235","4931669","White","2021","Wayfarer Chardonnay The Estate Wayfarer Vineyard","USA, California, Sonoma County, Fort Ross - Seaview","Wayfarer","Chardonnay","9/11/2024","False","91","","True","93.5384615384615"
"11336944","4531338","Red","2020","Ridge Pinot Noir Corralitos Gali Vineyard","USA, California, San Francisco Bay, Santa Cruz County","Ridge","Pinot Noir","9/7/2024","False","90","","True","89.5238095238095"
"11332673","4771641","White","2021","Bodegas y Vinedos Artuke Rioja Trascuevas","Spain, La Rioja, La Rioja Alavesa, Rioja","Bodegas y Vinedos Artuke","Viura","9/4/2024","False","90","","True","91.7272727272727"
"11323564","4560664","Red","2017","Villa Poggio Salvi Brunello di Montalcino Riserva","Italy, Tuscany, Montalcino, Brunello di Montalcino","Villa Poggio Salvi","Sangiovese","8/30/2024","False","90","","True","90"
"11318377","3866230","White","2019","E. Guigal Saint-Joseph Lieu-Dit St. Joseph Blanc","France, Rhône, Northern Rhône, Saint-Joseph","E. Guigal","White Rhone Blend","8/26/2024","False","89","","True","90.2307692307692"
"11306974","3810896","White","2019","Château Simone Palette Blanc","France, Provence, Palette","Château Simone","White Rhone Blend","8/19/2024","False","93","","True","91.6"
"11297434","4938251","Red","2021","Ridge Zinfandel Stone Ranch","USA, California, Sonoma County, Alexander Valley","Ridge","Zinfandel","8/13/2024","False","92","","True","90.2727272727273"
"11292239","4070176","Red","2018","Beau Vigne Cabernet Sauvignon Signature Series Reserve","USA, California, Napa Valley","Beau Vigne","Cabernet Sauvignon","8/10/2024","False","93","","True","92.4545454545455"
"11290383","4495016","Red","2021","Domaine des Pères de L'Église Châteauneuf-du-Pape Le Calice de Saint-Pierre","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","Domaine des Pères de L'Église","Red Rhone Blend","8/9/2024","False","92","","True","89.8333333333333"
"11261864","4736880","Red","2021","Bodega Catena Zapata Malbec Argentino","Argentina, Mendoza","Bodega Catena Zapata","Malbec","7/22/2024","False","93","","True","92.469387755102"
"11251942","4808253","White","2021","Arnaud Lambert Saumur Brézé David","France, Loire Valley, Anjou-Saumur, Saumur","Arnaud Lambert","Chenin Blanc","7/16/2024","False","92","The 2021 Arnaud Lambert Saumur Brézé Clos David offers a vibrant bouquet of citrus and white flowers, with a hint of minerality. On the palate, it is crisp and elegant, featuring flavors of green apple, lemon zest, and a touch of salinity, all balanced by a refreshing acidity and a lingering, mineral-driven finish.","True","90.7692307692308"
"11236469","4647312","White","2019","Louis Barruol Hermitage Blanc La Pierrelle","France, Rhône, Northern Rhône, Hermitage","Louis Barruol","Marsanne","7/6/2024","False","94","The 2019 Hermitage Blanc La Pierrelle is a standout wine. It has a bright golden color and a fragrant aroma of ripe apricots, honeysuckle, and a hint of citrus. The taste is rich and balanced, with flavors of pear, white peach, and honey, along with a touch of minerality. The finish is long and smooth, making it a delightful and impressive wine to enjoy.","True","92.375"
"11236431","1703685","Red","2009","La Granja Nuestra Señora de Remelluri Rioja Reserva","Spain, La Rioja, La Rioja Alavesa, Rioja","La Granja Nuestra Señora de Remelluri","Tempranillo Blend","7/6/2024","False","90","This 2009 Rioja Reserva presents a garnet color with brick-red edges, hinting at its age. On the nose, it offers mature aromas of dried cherries, figs, leather, and a touch of tobacco. The palate reveals evolved flavors of stewed dark fruits, prunes, and hints of vanilla and spice from the oak. Though the wine is smooth and well-integrated, it shows signs of being slightly past its peak, with a noticeable lack of acidity, leading to a softer structure and a shorter finish. Best enjoyed now to appreciate its remaining complexities.","True","90"
"11226269","4689562","White","2022","Tenuta Le Calcinaie Vernaccia di San Gimignano","Italy, Tuscany, San Gimignano, Vernaccia di San Gimignano","Tenuta Le Calcinaie","Vernaccia di San Gimignano","6/30/2024","False","88","","True","89"
"11212833","4938251","Red","2021","Ridge Zinfandel Stone Ranch","USA, California, Sonoma County, Alexander Valley","Ridge","Zinfandel","6/22/2024","False","92","","True","90.2727272727273"
"11212832","4576345","Red","2021","Ridge Zinfandel Boatman","USA, California, Sonoma County, Alexander Valley","Ridge","Zinfandel","6/22/2024","False","91","","","90.4230769230769"
"11212829","4739859","White","2022","Domaine du Pré Semelé Sancerre","France, Loire Valley, Upper Loire, Sancerre","Domaine du Pré Semelé","Sauvignon Blanc","6/22/2024","False","90","","True","89.6"
"11200271","3925498","Rosé","2011","R. López de Heredia Rioja Rosado Gran Reserva Viña Tondonia","Spain, La Rioja, La Rioja Alta, Rioja","R. López de Heredia","Grenache Blend","6/15/2024","False","98","On the nose, it offers a captivating bouquet of dried strawberries, rose petals, and a hint of toasted almonds, intertwined with subtle notes of leather and spice. The palate is equally enchanting, showcasing a complex interplay of tart red berries, citrus zest, and a touch of savory umami. Its refreshing acidity is balanced by a smooth, elegant texture and a lingering, minerally finish. This rosé is a true testament to the craftsmanship of Lopez De Heredia, exuding both charm and sophistication in every sip.","True","92.6162790697674"
"11184232","3208747","Red","2017","Paul Jaboulet Aîné Hermitage La Maison Bleue","France, Rhône, Northern Rhône, Hermitage","Paul Jaboulet Aîné","Syrah","6/5/2024","False","93","","True","92.5138888888889"
"11178658","458024","Red","2003","Château Pouget","France, Bordeaux, Médoc, Margaux","Château Pouget","Red Bordeaux Blend","6/2/2024","False","93","To the dude who rated this 79 points -- you're nuts! (I'm looking at you @Marcusnylen.) You must have tried a bad bottle because this is absolutely heavenly. Great out of the bottle; even better with 30 minutes of breathing. With this much aging, the tannins are smooth as silk and the fruit has turned its volume down so you can enjoy the tertiary notes you expect of a good aged Bordeaux. Cheers!","True","91"
"11176725","3933994","Rosé","2020","Château de Trinquevedel Tavel","France, Rhône, Southern Rhône, Tavel","Château de Trinquevedel","Red Rhone Blend","6/1/2024","False","89","","","89.7"
"11171648","4379904","Red","2020","Williams Selyem Pinot Noir Calegari Vineyard","USA, California, Sonoma County, Russian River Valley","Williams Selyem","Pinot Noir","5/29/2024","False","92","","True","92.2857142857143"
"11149714","4082549","Red","2018","Casa Piena Cabernet Sauvignon Our Gang","USA, California, Napa Valley","Casa Piena","Cabernet Sauvignon","5/17/2024","False","91","","True","92.2857142857143"
"11141766","3612057","Red","2017","The Debate Cabernet Sauvignon Artalade","USA, California, Napa Valley","The Debate","Cabernet Sauvignon","5/12/2024","False","91","Prototypical Napa cab","","93.1333333333333"
"11141755","4098585","White - Sparkling","1001","Dhondt-Grellet Champagne Dans un Premier Temps Assemblage Extra Brut","France, Champagne","Dhondt-Grellet","Champagne Blend","5/12/2024","False","91","Hit all the right notes in terms of aroma and flavor. Was a bit sweeter than I expected though.","True","90.5853658536585"
"11138297","502174","White - Sweet/Dessert","2007","Château d'Yquem","France, Bordeaux, Sauternais, Sauternes","Château d'Yquem","Sémillon-Sauvignon Blanc Blend","5/10/2024","False","96","","True","95.3474576271186"
"11132895","4705671","Rosé","2022","Hervé Baudry Sancerre Romana Rosé","France, Loire Valley, Upper Loire, Sancerre","Hervé Baudry","Pinot Noir","5/7/2024","False","90","No need to overthink this one. It's a tasty, refreshing rosé on a hot summer day.","True","90"
"11130243","2514752","Red","2015","Kosta Browne Pinot Noir Keefer Ranch Vineyard","USA, California, Sonoma County, Russian River Valley","Kosta Browne","Pinot Noir","5/5/2024","False","91","","True","92.9718309859155"
"11127396","4208689","Red","2017","Argiano Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Argiano","Sangiovese","5/4/2024","False","92","","True","91.1951219512195"
"11127266","874537","Red","2009","Château Duhart-Milon","France, Bordeaux, Médoc, Pauillac","Château Duhart-Milon","Red Bordeaux Blend","5/4/2024","False","93","","True","92.9552715654952"
"11124809","4346070","White","2021","Les Cailloux (Lucien et André Brunel) Châteauneuf-du-Pape Blanc","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","Les Cailloux (Lucien et André Brunel)","White Rhone Blend","5/3/2024","False","91","","True","91.3333333333333"
"11108486","4603865","White","2020","Fernando Remírez de Ganuza Rioja Blanco","Spain, La Rioja, Rioja","Fernando Remírez de Ganuza","Viura","4/24/2024","False","95","","True","93.5"
"11108482","4256685","Red","2018","De Stefani Refosco dal Peduncolo Rosso kreda","Italy, Veneto, Veneto IGT","De Stefani","Refosco dal Peduncolo Rosso","4/24/2024","False","88","16% abv","True","88"
"11089189","3907321","Red","2019","Ridge Zinfandel Buchignani Ranch","USA, California, Sonoma County","Ridge","Zinfandel","4/13/2024","False","94","","True","90.25"
"11089182","4590073","White","2021","Sea Smoke Chardonnay Sea Smoke Estate Vineyard","USA, California, Central Coast, Sta. Rita Hills","Sea Smoke","Chardonnay","4/13/2024","False","96","","True","93.1818181818182"
"11089181","2031833","Red","2013","Domaine Chanson Chambertin-Clos de Bèze","France, Burgundy, Côte de Nuits, Chambertin-Clos de Bèze Grand Cru","Domaine Chanson","Pinot Noir","4/13/2024","False","97","","True","97"
"11082052","4663815","White","2022","Tenuta delle Terre Nere Etna Bianco","Italy, Sicily, Etna DOC","Tenuta delle Terre Nere","White Blend","4/8/2024","False","91","","True","90.3720930232558"
"11075596","3937155","White","2019","Cave de Tain Hermitage Blanc les Nobles Rives","France, Rhône, Northern Rhône, Hermitage","Cave de Tain","Marsanne","4/5/2024","False","93","","True","91.5"
"11040308","4426083","Red","2020","Henri Latour Auxey-Duresses 1er Cru Les Grands Champs Rouge","France, Burgundy, Côte de Beaune, Auxey-Duresses 1er Cru","Henri Latour","Pinot Noir","3/18/2024","False","91","Tasty but I should have cellared it for a few more years. Fruit-forward. Secondary notes started to peek through after decanting for an hour. Medium body, medium+ acidity.","True","92"
"11035629","4314207","Red","2020","Marto Pinot Noir Cuvée Alanna","Germany, Rheinhessen","Marto","Pinot Noir","3/16/2024","True","0","I wish the bottle had some indication that it's a ""natural wine"" before I bought so I could have avoided an unpleasant experience. Without additives like SO2, it's obvious that air in the bottle led to oxidation that imparted vinegar flavors. Super cloudy, super funky, pretty gross. I bet there's quite a bit of bottle-to-bottle variation, so there are likely better representations to be found. Lots of forest floor and mushroom, which I do enjoy in pinot noir, but not with vinegar and barnyard mixed in.","",""
"11025509","3924452","Red","2018","Louis Barruol Côte-Rôtie La Boisselée","France, Rhône, Northern Rhône, Côte-Rôtie","Louis Barruol","Syrah","3/10/2024","False","94","","True","91.5714285714286"
"11020335","4744025","Red","2021","Convene Pinot Noir Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","Convene","Pinot Noir","3/8/2024","False","94","","True","92"
"11016184","4589392","Rosé","2022","Lioco Rosé of Carignane","USA, California, North Coast, Mendocino County","Lioco","Carignane","3/5/2024","False","91","","True","90.6666666666667"
"10997781","4436624","White","2020","Firriato Terre Siciliane Favinia la Muciara","Italy, Sicily, Terre Siciliane","Firriato","White Blend","2/25/2024","False","87","Complete disconnect beyond aroma and palate. Thoroughly unpleasant aroma that can best be described as cat urine. On the palate, delicate tropical fruits and substantial minerality.","","87"
"10995340","4304265","White","2021","Masseria Li Veli Verdeca Askos","Italy, Puglia, Salento IGT","Masseria Li Veli","Verdeca","2/24/2024","False","91","","True","90.3448275862069"
"10995320","3911651","Red","2018","Podere Poggio Scalette Il Carbonaione Alta Valle della Greve IGT","Italy, Tuscany, Alta Valle della Greve IGT","Podere Poggio Scalette","Sangiovese","2/24/2024","False","97","","True","92.8372093023256"
"10995316","2752174","Red","2016","Jonata Winery El Desafio de Jonata","USA, California, Central Coast, Ballard Canyon","Jonata Winery","Cabernet Sauvignon","2/24/2024","False","93","","True","93"
"10984685","4495055","White - Sparkling","2013","Dom Pérignon Champagne","France, Champagne","Dom Pérignon","Champagne Blend","2/18/2024","False","94","","","93.3479381443299"
"10980400","3680432","Red","2015","World's End Rocksteady Proprietary Reserve","USA, California, Napa Valley","World's End","Red Blend","2/16/2024","False","92","","","91.4339622641509"
"10964148","4582392","White","2022","Gundlach Bundschu Gewürztraminer Estate Vineyard","USA, California, Sonoma County, Sonoma Valley","Gundlach Bundschu","Gewürztraminer","2/7/2024","False","89","","","88.2307692307692"
"10964143","1453952","Red","2008","Château Carignan Prima","France, Bordeaux, Entre-Deux-Mers, Premières Côtes de Bordeaux","Château Carignan","Red Bordeaux Blend","2/7/2024","False","91","","","90.1538461538462"
"10964141","2454273","Red","2013","Château Simone Palette","France, Provence, Palette","Château Simone","Red Rhone Blend","2/7/2024","False","89","","","90.695652173913"
"10959656","4385010","White","2020","Azienda Agricola Fiorentino Irpinia Zirpoli","Italy, Campania, Irpinia","Azienda Agricola Fiorentino","Coda di Volpe","2/4/2024","False","90","","","90"
"10956850","4285647","White","2016","Chateau Musar Blanc","Lebanon, Bekaa Valley","Chateau Musar","White Blend","2/3/2024","False","90","","","90.8695652173913"
"10956836","3896792","Red","2016","Viña Vik Vik","Chile, Rapel Valley, Cachapoal Valley","Viña Vik","Red Blend","2/3/2024","False","95","","True","93.4444444444444"
"10945147","4371633","White","2019","Breathless Chardonnay still breathless","USA, California, Sonoma County","Breathless","Chardonnay","1/28/2024","False","89","I appreciate that restraint was exercised in the use of oak, unlike a lot of California Chardonnay. Balanced, clean, and fresh, even on the lighter side. Delightful to drink even if somewhat simple.","True","89.3333333333333"
"10908362","4234540","Red","2020","Domaine de la Janasse Châteauneuf-du-Pape Cuvée Chaupin","France, Rhône, Southern Rhône, Châteauneuf-du-Pape","Domaine de la Janasse","Grenache","1/7/2024","False","92","Very concentrated flavors with a lot of complexity and depth. A little hot (15.5% ABV), which I'm guessing is a result of the high concentration and thus initial sugar content that needed to be fermented away. To an extent though, the higher alcohol content was needed to go toe-to-toe with the extracted flavors. Drank the 2020 in 2023 and it was too young. Would love to revisit in another 5 years.","","92.8421052631579"
"10891727","3338712","White - Sparkling","2006","De Castelnau Champagne Brut Millésimé","France, Champagne","De Castelnau","Champagne Blend","12/31/2023","False","92","Just drank the 2006 in Dec 2023. I would have guessed that it was much younger. I hope I age this gracefully.","True","90.9487179487179"
"10889951","4185300","Red","2016","World's End Cabernet Sauvignon Good Times, Bad Times Beckstoffer To Kalon Vineyard","USA, California, Napa Valley, Oakville","World's End","Cabernet Sauvignon","12/30/2023","False","91","Very good buy wow is the alcohol level high - 16%. I suppose that was needed to balance out the residual sugar.","True","92.2173913043478"
"10886792","4183770","Red","2018","Masciarelli Montepulciano d'Abruzzo Marina Cveti&#263; Riserva","Italy, Abruzzi, Montepulciano d'Abruzzo","Masciarelli","Montepulciano","12/29/2023","False","89","Perfectly enjoyable but not particularly memorable.","True","89.5"
"10875315","163437","White - Sweet/Dessert","1994","Trimbach Pinot Gris Sélection de Grains Nobles","France, Alsace","Trimbach","Pinot Gris","12/25/2023","False","94","","True","92.2222222222222"
"10874354","5007200","White","2020","Famille Vincent Pouilly-Fuissé Château Fuisse Tête de Cuvée","France, Burgundy, Mâconnais, Pouilly-Fuissé","Famille Vincent","Chardonnay","12/25/2023","False","95","","","90.2"
"10873852","1077930","Red","2008","Conterno Fantino Barolo Sorì Ginestra","Italy, Piedmont, Langhe, Barolo","Conterno Fantino","Nebbiolo","12/25/2023","False","90","Opened after 15 years of proper cellaring. I had never been a Barolo fan but was encouraged to give one a try with some are on it. The tannins had completely mellowed. I could tell that it was objectively good quality. Still not my taste - too much new leather and tar. But there was some nice fig behind that.","","92.7560975609756"
"10869215","3042000","Red","2016","Remoissenet Père et Fils Nuits-Saint-Georges","France, Burgundy, Côte de Nuits, Nuits-Saint-Georges","Remoissenet Père et Fils","Pinot Noir","12/23/2023","False","97","","True","89"
"10868945","3902180","White","2019","Domaine Adrien Besson Chablis Grand Cru Vaudésir","France, Burgundy, Chablis, Chablis Grand Cru","Domaine Adrien Besson","Chardonnay","12/23/2023","False","95","","","93.4"
"10868910","4401961","White - Sparkling","2011","Penet-Chardonnet Champagne Grand Cru 'Les Blanches Voies' Extra Brut","France, Champagne, Champagne Grand Cru","Penet-Chardonnet","Champagne Blend","12/23/2023","False","95","","True","93.3333333333333"
"10864690","4436375","Red","2015","Herdade do Mouchão Alentejo","Portugal, Alentejano, Alentejo","Herdade do Mouchão","Alicante Bouschet","12/21/2023","False","93","","True","91.9166666666667"
