Item ID,Vintage,Wine Name,Format,Region,Quantity,Reserve,Condition Issue,wine_type
10864593,1996,Domaine René Monnier Meursault Le Limozin,750ml,"France, Burgundy, Côte d'Or",1,55,Light label condition issue,White
10857736,2022,Domaine Richard Rottiers Moulin-a-Vent Champ de Cour,750ml,"France, Beaujolais, Moulin-a-Vent",10,25,,Red
10857735,2022,Domaine Richard Rottiers Moulin-a-Vent Champ de Cour,750ml,"France, Beaujolais, Moulin-a-Vent",2,25,Light label condition issue,Red
10863722,2016,Domaine Robert Chevillon Nuits-Saint-Georges Les Pruliers,750ml,"France, Burgundy, Côte d'Or",3,80,,Red
10863651,2016,Domaine Robert Chevillon Nuits-St.-Georges Les Cailles,750ml,"France, Burgundy, Côte d'Or",2,135,,Red
10873052,2009,Domaine Santa Duc Grand Grenache 66,750ml,"France, Rhône Valley, Southern Rhône",1,55,,Red
10863720,2018,Domaine Vincent Dauvissat Irancy,750ml,"France, Burgundy, Irancy",1,60,,Red
10857235,2018,Domaine Vincent Paris Cornas Granit 30,750ml,"France, Rhône Valley, Northern Rhône",1,30,,Red
10857241,2017,Domaine Vincent Paris Cornas Granit 60 Vieilles Vignes,750ml,"France, Rhône Valley, Northern Rhône",1,50,,Red
10857107,2017,Domaine Vincent Paris Cornas La Geynale,750ml,"France, Rhône Valley, Northern Rhône",1,65,,Red
10863675,2020,Domaine Vincent Paris Cornas La Geynale,750ml,"France, Rhône Valley, Northern Rhône",2,70,,Red
10857959,2017,E. Guigal Côtes du Rhône,750ml,"France, Rhône Valley, Southern Rhône",1,20,Light label condition issue,Red
10857958,2018,E. Guigal Côtes du Rhône,750ml,"France, Rhône Valley, Southern Rhône",9,20,,Red
10857774,2011,Edmond Cornu Aloxe-Corton 1er Cru Les Valozières,750ml,"France, Burgundy, Côte d'Or",2,40,,Red
10863779,2016,Emidio Pepe Montepulciano d' Abruzzo,750ml,"Italy, Abruzzo, Montepulciano d'Abruzzo",1,150,,Red
10857731,2020,Eric Et Emmanuel Dampt Chablis Vieilles Vignes,750ml,"France, Burgundy, Chablis",1,25,,White
10856957,2008,Faiveley Chambolle Musigny La Combe d'Orveau,750ml,"France, Burgundy, Côte d'Or",1,100,Light label condition issue,Red
10864683,2006,Faiveley Montagny,750ml,"France, Burgundy, Côte Chalonnaise",12,40,,White
10864550,2006,Faiveley Nuits St. Georges Les Porets St. Georges,750ml,"France, Burgundy, Côte d'Or",4,95,,Red
10857729,2021,Famille Perrin Chateauneuf du Pape Les Sinards,750ml,"France, Rhône Valley, Southern Rhône",3,35,Light label condition issue,Red
10857844,2018,Father John Pere Jean Chablis Bougros,750ml,"France, Burgundy, Chablis",5,70,,White
10873042,2013,Fattoria di Felsina Chianti Classico Riserva Rancia,750ml,"Italy, Tuscany, Chianti Classico",1,40,,Red
10863681,2016,Fiorenzo Nada Barbaresco Manzola,750ml,"Italy, Piedmont, Barbaresco",4,35,,Red
10857171,2013,Franck Balthazar Cornas Les Chaillot,750ml,"France, Rhône Valley, Northern Rhône",1,80,,Red
10857192,2014,Franck Balthazar Cornas Les Chaillot,750ml,"France, Rhône Valley, Northern Rhône",1,75,,Red
10857229,2015,Franck Balthazar Cornas Les Chaillot,750ml,"France, Rhône Valley, Northern Rhône",1,75,,Red
10857714,2020,Francois Carillon Puligny-Montrachet Les Champs-Gain,750ml,"France, Burgundy, Côte d'Or",11,95,,White
10857843,2020,Francois Carillon Puligny-Montrachet Les Champs-Gain,750ml,"France, Burgundy, Côte d'Or",1,95,Light label condition issue,White
10857488,2017,Fratelli Oddero Barolo,750ml,"Italy, Piedmont, Barolo",2,40,,Red
10857176,2013,G.D. Vajra Barolo Albe,750ml,"Italy, Piedmont, Barolo",1,50,,Red
10857302,2010,G.D. Vajra Barolo Bricco delle Viole,750ml,"Italy, Piedmont, Barolo",1,125,Light label condition issue,Red
10857299,2011,G.D. Vajra Barolo Bricco delle Viole,750ml,"Italy, Piedmont, Barolo",1,70,,Red
10857247,2012,G.D. Vajra Barolo Bricco delle Viole,750ml,"Italy, Piedmont, Barolo",1,65,,Red
10857134,2014,G.D. Vajra Barolo Bricco delle Viole,750ml,"Italy, Piedmont, Barolo",1,65,,Red
10857167,2016,G.D. Vajra Barolo Bricco delle Viole,750ml,"Italy, Piedmont, Barolo",1,110,,Red
10857347,2017,G.D. Vajra Barolo Bricco delle Viole,750ml,"Italy, Piedmont, Barolo",1,60,,Red
10857298,2018,G.D. Vajra Barolo Bricco delle Viole,750ml,"Italy, Piedmont, Barolo",2,55,,Red
10857248,2012,G.D. Vajra Barolo Ravera,750ml,"Italy, Piedmont, Barolo",1,80,,Red
10857352,2013,G.D. Vajra Barolo Ravera,750ml,"Italy, Piedmont, Barolo",1,70,,Red
10857133,2014,G.D. Vajra Barolo Ravera,750ml,"Italy, Piedmont, Barolo",1,50,,Red
10857373,2015,G.D. Vajra Barolo Ravera,750ml,"Italy, Piedmont, Barolo",1,70,,Red
10863679,2016,G.D. Vajra Barolo Ravera,750ml,"Italy, Piedmont, Barolo",4,85,,Red
10857169,2016,G.D. Vajra Barolo Ravera,750ml,"Italy, Piedmont, Barolo",1,85,,Red
10857300,2018,G.D. Vajra Barolo Ravera,750ml,"Italy, Piedmont, Barolo",1,50,,Red
10865150,NV,G.H. Mumm Brut Grand Cordon Rose,750ml,"France, Champagne",12,35,,Sparkling
10857812,2017,Georges Lignier Morey-St.-Denis Clos des Ormes,750ml,"France, Burgundy, Côte d'Or",2,75,Light label condition issue,Red
10857688,2018,Georges Lignier Morey-St.-Denis Clos des Ormes,750ml,"France, Burgundy, Côte d'Or",9,70,,Red
10857813,2018,Georges Lignier Morey-St.-Denis Clos des Ormes,750ml,"France, Burgundy, Côte d'Or",3,70,Light label condition issue,Red
10863641,2016,Giacomo Conterno Barbera d'Alba Francia,750ml,"Italy, Piedmont, Barbera di Alba",4,70,,Red
10863644,2016,Gianni Brunelli Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",2,120,,Red
10863739,2018,Gianni Brunelli Brunello di Montalcino,1.5ltr,"Italy, Tuscany, Brunello di Montalcino",1,110,,Red
10857246,2016,Giovanni Canonica Langhe Nebbiolo,750ml,"Italy, Piedmont, Langhe",1,80,,Red
10856976,2003,Giovanni Manzone Barolo Bricat,750ml,"Italy, Piedmont, Barolo",1,45,Light label condition issue,Red
10863612,2015,Giuseppe E Figlio (Mauro) Mascarello Barbera d'Alba Santo Stefano di Perno,750ml,"Italy, Piedmont, Barbera di Alba",1,50,,Red
10857137,2019,Giuseppe E Figlio (Mauro) Mascarello Barolo Monprivato,750ml,"Italy, Piedmont, Barolo",1,145,,Red
10857135,2019,Giuseppe E Figlio (Mauro) Mascarello Barolo Rocche Villero in Castiglione Falletto,750ml,"Italy, Piedmont, Barolo",1,110,,Red
10857136,2019,Giuseppe E Figlio (Mauro) Mascarello Barolo Santo Stefano di Perno,750ml,"Italy, Piedmont, Barolo",1,105,,Red
10857788,2018,Guidobono Segretevigne Extra Brut,750ml,"Italy, Piedmont",2,20,Light label condition issue,Sparkling
10863756,2020,Guillaume Gilles Cornas,1.5ltr,"France, Rhône Valley, Northern Rhône",1,120,,Red
10857752,2017,Harmand-Geoffroy Gevrey-Chambertin En Jouise,750ml,"France, Burgundy, Côte d'Or",6,65,,Red
10857832,2017,Harmand-Geoffroy Gevrey-Chambertin En Jouise,750ml,"France, Burgundy, Côte d'Or",3,65,Light label condition issue,Red
10863768,2018,I Paglieri - Roagna Barbaresco Albesani,750ml,"Italy, Piedmont, Barbaresco",1,85,,Red
10863769,2018,I Paglieri - Roagna Barbaresco Faset,750ml,"Italy, Piedmont, Barbaresco",1,70,,Red
10863629,2018,I Paglieri - Roagna Barbaresco Gallina,750ml,"Italy, Piedmont, Barbaresco",1,75,,Red
10863770,2018,I Paglieri - Roagna Barbaresco Paje,750ml,"Italy, Piedmont, Barbaresco",1,115,,Red
10863771,2018,I Paglieri - Roagna Barolo e La Pira,750ml,"Italy, Piedmont, Barolo",1,110,,Red
10857463,2016,Jasmin Cote Rotie La Giroflarie,750ml,"France, Rhône Valley, Northern Rhône",2,55,,Red
10863723,2016,Jean Grivot Vosne Romanee,750ml,"France, Burgundy, Côte d'Or",2,85,,Red
10857237,2018,Jean-Baptiste Souillard Crozes-Hermitage Les Baties,750ml,"France, Rhône Valley, Northern Rhône",1,35,,Red
10857238,2018,Jean-Baptiste Souillard Crozes-Hermitage Les Habrards,750ml,"France, Rhône Valley, Northern Rhône",1,40,,Red
10857415,2018,Jean-Baptiste Souillard Crozes-Hermitage Tenay,750ml,"France, Rhône Valley, Northern Rhône",1,35,,Red
10857236,2018,Jean-Baptiste Souillard Saint-Joseph,750ml,"France, Rhône Valley, Northern Rhône",1,30,,Red
10864807,2001,Jean-Luc Colombo Cornas Les Mejeans,750ml,"France, Rhône Valley, Northern Rhône",1,35,Light label condition issue,Red
10864808,2004,Jean-Luc Colombo Cote Rotie La Divine,750ml,"France, Rhône Valley, Northern Rhône",1,40,Light label condition issue,Red
10864711,2006,Jean-Marc Boillot Volnay Pitures,750ml,"France, Burgundy, Côte d'Or",1,80,"Light capsule condition issue
Light label condition issue",Red
10857699,2016,Jean-Marc Pillot Saint-Romain La Periere,750ml,"France, Burgundy, Côte d'Or",7,40,Light label condition issue,White
10857841,2016,Jean-Marc Pillot Saint-Romain La Periere,750ml,"France, Burgundy, Côte d'Or",1,40,,White
10857785,2018,Jean-Michel Guillon Gevrey-Chambertin Les Crais,750ml,"France, Burgundy, Côte d'Or",4,55,,Red
10857784,2018,Jean-Michel Guillon Gevrey-Chambertin Les Crais,750ml,"France, Burgundy, Côte d'Or",3,55,Light label condition issue,Red
10864747,2006,Joseph Drouhin Chablis Vaudésir,750ml,"France, Burgundy, Chablis",4,85,,White
10864748,2006,Joseph Drouhin Chablis Vaudésir,750ml,"France, Burgundy, Chablis",2,85,Light label condition issue,White
10864632,1981,Laleure-Piot Corton Bressandes,750ml,"France, Burgundy, Côte d'Or",3,150,"Light capsule condition issue
Label condition issue",Red
10864710,1981,Laleure-Piot Corton Bressandes,750ml,"France, Burgundy, Côte d'Or",1,150,"Light capsule condition issue
Light label condition issue",Red
10858033,NV,Larmandier-Bernier Latitude,750ml,"France, Champagne",7,55,Light label condition issue,Sparkling
10857768,NV,Le Chemin du Roi Brut,375ml,"France, Champagne",4,25,,Sparkling
10857755,NV,Le Chemin du Roi Brut Rosé,750ml,"France, Champagne",6,75,,Sparkling
10864629,2008,Le Vieux Donjon Châteauneuf-du-Pape,1.5ltr,"France, Rhône Valley, Southern Rhône",2,125,,Red
10863670,2009,Le Vieux Donjon Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",2,40,,Red
10863660,2010,Le Vieux Donjon Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",2,65,,Red
10863699,2015,Le Vieux Donjon Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",3,65,,Red
10863698,2016,Le Vieux Donjon Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",5,70,,Red
10863749,2016,Le Vieux Donjon Châteauneuf-du-Pape,1.5ltr,"France, Rhône Valley, Southern Rhône",3,140,,Red
10863661,2017,Le Vieux Donjon Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",1,50,,Red
10863740,2017,Le Vieux Donjon Châteauneuf-du-Pape,1.5ltr,"France, Rhône Valley, Southern Rhône",1,100,,Red
10863625,2019,Le Vieux Donjon Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",7,50,,Red
10863626,2019,Le Vieux Donjon Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",1,50,Light label condition issue,Red
10863754,2019,Le Vieux Donjon Châteauneuf-du-Pape,1.5ltr,"France, Rhône Valley, Southern Rhône",2,100,,Red
10863755,2020,Le Vieux Donjon Châteauneuf-du-Pape,1.5ltr,"France, Rhône Valley, Southern Rhône",1,90,,Red
10863616,2021,Le Vieux Donjon Châteauneuf-du-Pape,750ml,"France, Rhône Valley, Southern Rhône",4,35,,Red
10857491,2011,Lopez de Heredia Rioja Vina Tondonia Gran Reserva Rosado,750ml,"Spain, Rioja",2,140,,Rose
10857751,2021,Louis Chenu Savigny-les-Beaune Les Saucours,750ml,"France, Burgundy, Côte d'Or",8,30,,Red
10857750,2021,Louis Chenu Savigny-les-Beaune Les Saucours,750ml,"France, Burgundy, Côte d'Or",2,30,Light label condition issue,Red
10864630,1981,Louis Jadot Domaine des  Héritiers Corton Pougets,750ml,"France, Burgundy, Côte d'Or",2,120,Light label condition issue,Red
10863659,2015,Louis Jadot Domaine des  Héritiers Corton Pougets,750ml,"France, Burgundy, Côte d'Or",1,135,,Red
10865203,NV,Louis Roederer Brut Collection,750ml,"France, Champagne",3,50,,Sparkling
10857772,NV,Louis Roederer Brut Collection 243,750ml,"France, Champagne",1,70,,Sparkling
10865207,2016,Louis Roederer Brut Vintage,750ml,"France, Champagne, Montagne de Reims",3,90,,Sparkling
10865208,2016,Louis Roederer Brut Vintage,750ml,"France, Champagne, Montagne de Reims",3,90,,Sparkling
10857439,2016,Luciano Sandrone Barbera d' Alba,750ml,"Italy, Piedmont, Barbera di Alba",1,25,,Red
10857402,2014,Luciano Sandrone Barolo Aleste,750ml,"Italy, Piedmont, Barolo",1,85,,Red
10857403,2012,Luciano Sandrone Barolo Le Vigne,750ml,"Italy, Piedmont, Barolo",1,90,,Red
10857102,2013,Luciano Sandrone Barolo Le Vigne,750ml,"Italy, Piedmont, Barolo",1,130,,Red
10857324,2014,Luciano Sandrone Barolo Le Vigne,750ml,"Italy, Piedmont, Barolo",1,70,,Red
10856960,2008,Lucien Boillot & Fils Gevrey-Chambertin Les Cherbaudes,750ml,"France, Burgundy, Côte d'Or",2,75,Light label condition issue,Red
10856956,2008,Lucien Boillot & Fils Gevrey-Chambertin Les Cherbaudes,750ml,"France, Burgundy, Côte d'Or",1,75,"Light capsule condition issue
Light label condition issue",Red
10863611,2016,Luigi Baudana Barolo Baudana,750ml,"Italy, Piedmont, Barolo",3,70,,Red
10864713,1983,Lupe-Cholet Nuits-St.-Georges Chateau Gris,750ml,"France, Burgundy, Côte d'Or",1,90,"Light capsule condition issue
Light label condition issue",Red
10864753,1993,M. Chapoutier Cote-Rotie La Mordoree,750ml,"France, Rhône Valley, Northern Rhône",1,125,"Light capsule condition issue
Light label condition issue",Red
10864754,1994,M. Chapoutier Cote-Rotie La Mordoree,750ml,"France, Rhône Valley, Northern Rhône",1,140,"Light capsule condition issue
Light label condition issue",Red
10864755,1995,M. Chapoutier Cote-Rotie La Mordoree,750ml,"France, Rhône Valley, Northern Rhône",1,140,"Light capsule condition issue
Light label condition issue",Red
10864756,1998,M. Chapoutier Cote-Rotie La Mordoree,750ml,"France, Rhône Valley, Northern Rhône",1,130,"Light capsule condition issue
Light label condition issue",Red
10857374,2016,M. Marengo Barolo,750ml,"Italy, Piedmont, Barolo",2,25,,Red
10863642,2015,M. Marengo Barolo Brunate,750ml,"Italy, Piedmont, Barolo",4,50,,Red
10857811,2018,Maison la Berthaude Châteauneuf-du-Pape Vignes Centenaires Reserve V.V.,750ml,"France, Rhône Valley, Southern Rhône",2,20,Light label condition issue,Red
10857806,2018,Maison la Berthaude Châteauneuf-du-Pape Vignes Centenaires Reserve V.V.,750ml,"France, Rhône Valley, Southern Rhône",1,20,,Red
10857740,2019,Maison Les Alexandrins Crozes-Hermitage Blanc,750ml,"France, Rhône Valley, Northern Rhône",5,20,"Light capsule condition issue
Light label condition issue",White
10857739,2019,Maison Les Alexandrins Crozes-Hermitage Blanc,750ml,"France, Rhône Valley, Northern Rhône",4,20,Light label condition issue,White
10857824,2019,Maison Les Alexandrins Crozes-Hermitage Blanc,750ml,"France, Rhône Valley, Northern Rhône",2,20,,White
10864525,2010,Marchand-Grillot Bourgogne Grand Ordinaire En Bollery,750ml,"France, Burgundy, Bourgogne",11,25,,Red
10864736,2010,Marchand-Grillot Bourgogne Grand Ordinaire En Bollery,750ml,"France, Burgundy, Bourgogne",1,25,Light label condition issue,Red
10864528,2009,Marchand-Grillot Gevrey Chambertin En Songe,750ml,"France, Burgundy, Côte d'Or",4,50,,Red
10864527,2009,Marchand-Grillot Gevrey-Chambertin Petite Chapelle,750ml,"France, Burgundy, Côte d'Or",4,90,,Red
10857713,2020,Marchesi Antinori Castello della Sala Cervaro della Sala Chardonnay,750ml,"Italy, Umbria",5,55,,White
10857842,2020,Marchesi Antinori Castello della Sala Cervaro della Sala Chardonnay,750ml,"Italy, Umbria",1,55,Light label condition issue,White
10864903,2003,Marchesi Antinori Chianti Classico Marchese Antinori Riserva,1.5ltr,"Italy, Tuscany, Chianti Classico",1,70,,Red
10857265,2016,Moccagatta Barbaresco Bric Balin,750ml,"Italy, Piedmont, Barbaresco",2,60,,Red
10857754,NV,Moet et Chandon Brut Imperial,750ml,"France, Champagne",1,35,,Sparkling
10865201,2012,Moet et Chandon Grand Vintage,750ml,"France, Champagne",1,70,Light label condition issue,Sparkling
10857694,2018,Mongeard-Mugneret Nuits-St.-Georges Les Plateaux,750ml,"France, Burgundy, Côte d'Or",1,50,,Red
10864251,2018,Monteverro Toscana Terra di Monteverro,750ml,"Italy, Tuscany",11,25,,Red
10863777,2018,Montevertine,750ml,"Italy, Tuscany",2,80,,Red
10864606,2004,Morey-Blanc Aloxe-Corton Les Vercots,750ml,"France, Burgundy, Côte d'Or",8,40,,White
10864605,2004,Morey-Blanc Aloxe-Corton Les Vercots,750ml,"France, Burgundy, Côte d'Or",2,40,Light label condition issue,White
10864596,2004,Morey-Blanc Meursault,750ml,"France, Burgundy, Côte d'Or",6,70,,White
10864685,2003,Morey-Blanc Meursault Genevrieres,750ml,"France, Burgundy, Côte d'Or",11,75,,White
10864690,2004,Morey-Blanc Meursault Gouttes d'Or,750ml,"France, Burgundy, Côte d'Or",11,85,,White
10864691,2004,Morey-Blanc Meursault Gouttes d'Or,750ml,"France, Burgundy, Côte d'Or",1,85,Light label condition issue,White
10864689,2006,Morey-Blanc Saint Aubin 1er Cru,750ml,"France, Burgundy, Côte d'Or",6,55,,White
10864557,2003,Morey-Blanc Volnay Santenots,750ml,"France, Burgundy, Côte d'Or",11,55,,White
10863757,2015,Nervi Conterno Gattinara,1.5ltr,"Italy, Piedmont, Gattinara",1,110,,Red
10863776,2016,Nervi Conterno Gattinara,750ml,"Italy, Piedmont, Gattinara",3,60,,Red
10863758,2016,Nervi Conterno Gattinara,1.5ltr,"Italy, Piedmont, Gattinara",1,115,,Red
10857563,2020,Nicolas Joly Savennieres Les Vieux Clos,750ml,"France, Loire Valley, Anjou",2,50,,White
10857078,2019,Nikolaihof Grüner Veltliner Hefeabzug (Screwcap),750ml,"Austria, Niederosterreich, Wachau",2,25,,White
10857091,2011,Nikolaihof Riesling Smaragd Vom Stein,750ml,"Austria, Niederosterreich, Wachau",2,45,,White
10857092,2014,Nikolaihof Riesling Smaragd Vom Stein,750ml,"Austria, Niederosterreich, Wachau",2,45,,White
10857139,2012,Nikolaihof Riesling Steiner Hund,750ml,"Austria, Niederosterreich, Wachau",2,55,,White
10857882,2010,Numanthia-Termes Termanthia,750ml,"Spain, Castilla-Leon, Toro",2,140,,Red
10857883,2010,Numanthia-Termes Termanthia,750ml,"Spain, Castilla-Leon, Toro",1,140,Light capsule condition issue,Red
10857569,2013,Olga Raffault Chinon Champ-Chenin Blanc,750ml,"France, Loire Valley, Touraine",1,30,Label condition issue,White
10857230,2013,Olga Raffault Chinon Le Champ-Chenin,750ml,"France, Loire Valley, Touraine",1,40,Light label condition issue,Red
10857076,2008,Olga Raffault Chinon Les Picasses,750ml,"France, Loire Valley, Touraine",2,50,,Red
10857436,2009,Olga Raffault Chinon Les Picasses,750ml,"France, Loire Valley, Touraine",1,45,,Red
10864631,1988,Olivier Leflaive Chassagne-Montrachet (Rouge),750ml,"France, Burgundy, Côte d'Or",1,55,Label condition issue,Red
10857147,2018,Ostertag Pinot Gris Zellberg,750ml,"France, Alsace",1,25,,White
10857148,2018,Ostertag Riesling Fronholz,750ml,"France, Alsace",2,40,,White
10857146,2018,Ostertag Riesling Heissenberg,750ml,"France, Alsace",1,25,,White
10857718,2015,Paolo Bea Montefalco Sagrantino Secco Cerrete,750ml,"Italy, Umbria, Montefalco Sagrantino",5,120,,Red
10857798,2017,Paolo Manzone Barolo Meriame,750ml,"Italy, Piedmont, Barolo",2,40,Light label condition issue,Red
10857896,2016,Pascal Clément Bourgogne Pinot Noir,750ml,"France, Burgundy, Bourgogne",1,20,"Light capsule condition issue
Light label condition issue",Red
10857893,2017,Pascal Clément Bourgogne Pinot Noir,750ml,"France, Burgundy, Bourgogne",1,20,,Red
10857894,2017,Pascal Clément Bourgogne Pinot Noir,750ml,"France, Burgundy, Bourgogne",1,20,"Light capsule condition issue
Light label condition issue",Red
10857895,2017,Pascal Clément Bourgogne Pinot Noir,750ml,"France, Burgundy, Bourgogne",1,20,Light label condition issue,Red
10864526,2009,Patrick et Martine Jacob-Girard Pernand Vergelesses,750ml,"France, Burgundy, Côte d'Or",4,45,,Red
10864537,2009,Patrick et Martine Jacob-Girard Savigny Aux Gravains,750ml,"France, Burgundy, Côte d'Or",4,50,,Red
10864890,2009,Patrick et Martine Jacob-Girard Savigny Aux Gravains,1.5ltr,"France, Burgundy, Côte d'Or",1,100,"Capsule condition issue
Light label condition issue",Red
10864892,2009,Patrick et Martine Jacob-Girard Savigny Aux Gravains,1.5ltr,"France, Burgundy, Côte d'Or",1,100,"Heavy capsule condition issue
Light label condition issue",Red
10864891,2009,Patrick et Martine Jacob-Girard Savigny Hauts Jarrons,1.5ltr,"France, Burgundy, Côte d'Or",2,100,"Capsule condition issue
Label condition issue",Red
10864598,2009,Patrick et Martine Jacob-Girard Savigny Les Marconnets,1.5ltr,"France, Burgundy, Côte d'Or",1,100,"Light capsule condition issue
Label condition issue",Red
10864600,2009,Patrick et Martine Jacob-Girard Savigny Les Marconnets,1.5ltr,"France, Burgundy, Côte d'Or",1,100,"Capsule condition issue
Label condition issue",Red
10864684,2009,Patrick et Martine Jacob-Girard Savigny-Les-Beaune,750ml,"France, Burgundy, Côte d'Or",24,50,,Red
10864576,2009,Patrick et Martine Jacob-Girard Savigny-Les-Beaune,1.5ltr,"France, Burgundy, Côte d'Or",11,90,Light label condition issue,Red
10864551,2009,Patrick et Martine Jacob-Girard Savigny-Les-Beaune,1.5ltr,"France, Burgundy, Côte d'Or",4,90,"Light capsule condition issue
Light label condition issue",Red
10864552,2009,Patrick et Martine Jacob-Girard Savigny-Les-Beaune,1.5ltr,"France, Burgundy, Côte d'Or",2,90,,Red
10864599,2009,Patrick et Martine Jacob-Girard Savigny-Les-Beaune,1.5ltr,"France, Burgundy, Côte d'Or",2,90,"Light capsule condition issue
Label condition issue",Red
10864893,2009,Patrick et Martine Jacob-Girard Savigny-Les-Beaune,1.5ltr,"France, Burgundy, Côte d'Or",1,90,Label condition issue,Red
10864811,2000,Paul Jaboulet Aine Cornas Domaine de Saint Pierre,750ml,"France, Rhône Valley, Northern Rhône",1,90,Light label condition issue,Red
10865164,NV,Perrier-Jouet Grand Brut (Label #7),750ml,"France, Champagne",30,40,,Sparkling
10863730,2010,Pertimali Brunello di Montalcino Sassetti Livio,750ml,"Italy, Tuscany, Brunello di Montalcino",1,150,,Red
10857466,2018,Philippe Alliet Chinon Coteau de Noiré,750ml,"France, Loire Valley, Touraine",2,35,,Red
10857467,2018,Philippe Alliet Chinon L'Huisserie,750ml,"France, Loire Valley, Touraine",2,25,,Red
10857476,2018,Philippe Alliet Chinon Vieilles Vignes,750ml,"France, Loire Valley, Touraine",2,25,,Red
10865039,NV,Philippe Dechelle Cuvée Quentin Roosevelt,750ml,"France, Champagne",1,35,,Sparkling
10857675,2019,Pieropan Soave Classico La Rocca,750ml,"Italy, Veneto, Soave",3,25,Light label condition issue,White
10864995,1979,Pierre Caillet Pommard,750ml,"France, Burgundy, Côte d'Or",3,100,"Light capsule condition issue
Light label condition issue",Red
10864994,1979,Pierre Caillet Pommard,750ml,"France, Burgundy, Côte d'Or",1,100,"Light capsule condition issue
Label condition issue",Red
10864948,1981,Pierre Dubreuil-Fontaine Corton Bressandes,750ml,"France, Burgundy, Côte d'Or",4,150,"Light capsule condition issue
Light label condition issue",Red
10864969,2005,Pierre Morey Meursault,750ml,"France, Burgundy, Côte d'Or",5,75,,White
10864971,2006,Pierre Morey Meursault  Les Terres Blanches,750ml,"France, Burgundy, Côte d'Or",6,75,,White
10864970,2005,Pierre Morey Meursault Les Tessons,750ml,"France, Burgundy, Côte d'Or",4,85,,White
10864968,2006,Pierre Morey Monthélie,750ml,"France, Burgundy, Côte d'Or",21,35,,Red
10857511,NV,Pierre Peters Grand Cru Blanc de Blancs Réserve Oubliée,750ml,"France, Champagne",2,105,,Sparkling
10857510,NV,Pierre Peters Rose for Albane,750ml,"France, Champagne",2,95,,Sparkling
10857514,2015,Pierre Trichet Brut 1er Cru L'Exception,750ml,"France, Champagne",4,40,,Sparkling
10857193,NV,Pierre Trichet Brut Premier Cru Le Caractere Blanc de Noirs,750ml,"France, Champagne",3,25,,Sparkling
10865205,NV,Piper-Heidsieck Cuvee Brut,750ml,"France, Champagne",3,35,,Sparkling
10863782,2020,Podere le Boncie (Giovanna Morganti) Toscana Chiesamonti,750ml,"Italy, Tuscany",3,55,,Red
10857803,2018,Principe Corsini Chianti Classico Cortevecchia Riserva,750ml,"Italy, Tuscany, Chianti Classico",4,25,Light label condition issue,Red
10863609,2013,Produttori del Barbaresco Barbaresco Montestefano Riserva,750ml,"Italy, Piedmont, Barbaresco",1,75,,Red
10863610,2013,Produttori del Barbaresco Barbaresco Muncagota Riserva,750ml,"Italy, Piedmont, Barbaresco",3,55,,Red
10857442,2016,Raul Pérez La Vizcaina El Rapolao Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,50,,Red
10857539,2018,Raul Pérez La Vizcaina El Rapolao Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,60,,Red
10857267,2019,Raul Pérez La Vizcaina El Rapolao Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",2,30,,Red
10857547,2016,Raul Pérez La Vizcaina La Del Vivo Lomas de Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,25,,Red
10857523,2017,Raul Pérez La Vizcaina La Del Vivo Lomas de Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,30,,Red
10857271,2020,Raul Pérez La Vizcaina La Del Vivo Lomas de Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,30,,Red
10857272,2020,Raul Pérez La Vizcaina La Del Vivo Lomas de Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,30,Light label condition issue,Red
10857541,2015,Raul Pérez La Vizcaina La Poulosa Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,30,,Red
10857443,2016,Raul Pérez La Vizcaina La Poulosa Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,25,,Red
10857312,2018,Raul Pérez La Vizcaina La Poulosa Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",2,30,,Red
10857542,2016,Raul Pérez La Vizcaina La Vitoriana Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,30,,Red
10857310,2018,Raul Pérez La Vizcaina La Vitoriana Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",2,45,,Red
10857444,2016,Raul Pérez La Vizcaina Las Gundiñas Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",2,30,,Red
